,Date-Monthly,precip,mintemp,maxtemp
197,Jun-16,43.122795,12.76841,23.924417
198,Jul-16,53.436676,12.795374,25.358953
199,Aug-16,70.84392,12.578041,25.206245
200,Sep-16,133.28403,12.549846,24.494066
201,Oct-16,136.78886,12.959651,24.61851
202,Nov-16,165.19485,13.3779125,23.9505
203,Dec-16,110.98806,13.662463,24.818085
204,Jan-17,78.195465,12.856921,25.133104
205,Feb-17,121.14295,13.105078,24.532486
206,Mar-17,143.59216,13.430195,23.887691
207,Apr-17,103.52963,13.564365,24.303776
208,May-17,139.78163,14.162385,23.57745
209,Jun-17,50.82584,13.533861,24.010702
210,Jul-17,33.443092,12.995374,24.50062
211,Aug-17,56.35193,14.190541,25.306246
212,Sep-17,176.34874,13.704013,24.969067
213,Oct-17,148.16003,14.417985,24.818508
214,Nov-17,166.44986,12.598745,23.171333
215,Dec-17,98.89947,12.29458,24.02937
216,Jan-18,82.88445,13.6753235,23.723555
217,Feb-18,125.13676,12.950911,24.914604
218,Mar-18,144.42397,12.84148,22.765644
219,Apr-18,198.97902,13.007248,22.734158
220,May-18,139.78163,13.219503,22.634567
221,Jun-18,43.122795,12.332125,23.588133
222,Jul-18,31.624157,12.695374,24.779787
223,Aug-18,63.938232,12.730472,24.37951
224,Sep-18,65.670364,12.313561,25.136948
225,Oct-18,143.86446,13.317986,24.297676
226,Nov-18,99.33335,13.457079,24.029667
227,Dec-18,149.4187,13.598747,24.275204
